riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs951740-G	5E-30	-	0.383	-	"0.014 unit decrease"	[0.012-0.016]	PTPRF	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:43546066	34446935	"Karlsson Linnér R"
rs571862-C	6E-20	-	0.239	-	"0.012 unit increase"	[0.01-0.014]	PTPRF	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:43617439	34446935	"Karlsson Linnér R"
rs6588376-G	1E-16	-	0.793	-	"0.012 unit decrease"	[0.01-0.014]	ELAVL4	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:50136823	34446935	"Karlsson Linnér R"
rs11587399-A	8E-14	-	0.785	-	"0.011 unit increase"	[0.009-0.013]	HMGB1P45,LINC02808	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:50395399	34446935	"Karlsson Linnér R"
rs55930348-G	2E-8	-	0.772	-	"0.008 unit decrease"	[0.006-0.01]	DAB1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:57428901	34446935	"Karlsson Linnér R"
rs4912332-C	2E-11	-	0.514	-	"0.008 unit decrease"	[0.006-0.01]	DAB1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:58349571	34446935	"Karlsson Linnér R"
rs12747808-T	4E-11	-	0.836	-	"0.01 unit decrease"	[0.0061-0.0139]	HOOK1,CYP2J2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:59882674	34446935	"Karlsson Linnér R"
rs12751178-A	5E-12	-	0.863	-	"0.012 unit increase"	[0.0081-0.0159]	LINC01748,LINC02778	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:60288383	34446935	"Karlsson Linnér R"
rs332827-G	3E-17	-	0.542	-	"0.01 unit increase"	[0.008-0.012]	NFIA	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:61277488	34446935	"Karlsson Linnér R"
rs7528604-G	7E-18	-	0.558	-	"0.01 unit increase"	[0.008-0.012]	PDE4B	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:65941669	34446935	"Karlsson Linnér R"
rs3795530-G	1E-10	-	0.695	-	"0.008 unit increase"	[0.006-0.01]	SGIP1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:66562798	34446935	"Karlsson Linnér R"
rs12740789-G	6E-20	-	0.803	-	"0.014 unit increase"	[0.01-0.018]	NEGR1,RPL31P12	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:72286390	34446935	"Karlsson Linnér R"
rs190891254-C	1E-16	-	0.816	-	"0.013 unit increase"	[0.0091-0.0169]	LINC02797	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:72814140	34446935	"Karlsson Linnér R"
rs4274014-C	1E-21	-	0.508	-	"0.011 unit decrease"	[0.009-0.013]	RN7SKP19,KRT8P21	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:73185521	34446935	"Karlsson Linnér R"
rs1514174-C	5E-17	-	0.436	-	"0.01 unit increase"	[0.008-0.012]	FPGT-TNNI3K,TNNI3K	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:74527379	34446935	"Karlsson Linnér R"
rs147935091-G	3E-10	-	0.956	-	"0.019 unit increase"	[0.013-0.025]	TYW3,LHX8	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:74987276	34446935	"Karlsson Linnér R"
rs6688826-T	1E-13	-	0.699	-	"0.009 unit decrease"	[0.007-0.011]	HMGB1P18,HNRNPA1P64	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:80346644	34446935	"Karlsson Linnér R"
rs56920577-T	4E-9	-	0.779	-	"0.008 unit decrease"	[0.006-0.01]	LINC01362,ADGRL2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	1:82334656	34446935	"Karlsson Linnér R"
rs12245585-G	7E-9	-	0.893	-	"0.011 unit increase"	[0.0071-0.0149]	VTI1A	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	10:112613140	34446935	"Karlsson Linnér R"
rs10885480-T	1E-10	-	0.721	-	"0.008 unit increase"	[0.006-0.01]	NRAP	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	10:113618605	34446935	"Karlsson Linnér R"
rs3095122-A	3E-12	-	0.588	-	"0.008 unit increase"	[0.006-0.01]	HSPA12A	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	10:116791252	34446935	"Karlsson Linnér R"
rs10787738-C	3E-19	-	0.738	-	"0.012 unit decrease"	[0.01-0.014]	SHTN1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	10:117017860	34446935	"Karlsson Linnér R"
rs1555487-T	3E-8	-	0.295	-	"0.007 unit increase"	[0.005-0.009]	TACC2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	10:122234641	34446935	"Karlsson Linnér R"
rs1949434-C	3E-11	-	0.271	-	"0.009 unit increase"	[0.007-0.011]	CPXM2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	10:123924326	34446935	"Karlsson Linnér R"
rs10870287-C	2E-13	-	0.613	-	"0.009 unit decrease"	[0.007-0.011]	STK32C	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	10:132291540	34446935	"Karlsson Linnér R"
rs4757957-G	1E-9	-	0.324	-	"0.008 unit increase"	[0.006-0.01]	TEAD1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:12859851	34446935	"Karlsson Linnér R"
rs4477405-G	2E-8	-	0.571	-	"0.007 unit increase"	[0.005-0.009]	LINC02682,LINC02751	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:15709104	34446935	"Karlsson Linnér R"
rs10766470-G	2E-8	-	0.44	-	"0.007 unit increase"	[0.005-0.009]	HPS5	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:18317189	34446935	"Karlsson Linnér R"
rs11027983-G	8E-10	-	0.584	-	"0.007 unit increase"	[0.005-0.009]	LUZP2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:24533602	34446935	"Karlsson Linnér R"
rs6265-C	2E-24	-	0.814	-	"0.015 unit increase"	[0.013-0.017]	BDNF,BDNF-AS	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:27658369	34446935	"Karlsson Linnér R"
rs7942417-C	5E-20	-	0.654	-	"0.011 unit increase"	[0.009-0.013]	LINC02758,METTL15	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:28634687	34446935	"Karlsson Linnér R"
rs704686-C	6E-9	-	0.511	-	"0.007 unit increase"	[0.005-0.009]	DCDC1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:31062967	34446935	"Karlsson Linnér R"
rs114861240-G	3E-8	-	0.948	-	"0.015 unit increase"	[0.0091-0.0209]	CCDC73	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:32608337	34446935	"Karlsson Linnér R"
rs1462220-G	3E-13	-	0.514	-	"0.009 unit increase"	[0.007-0.011]	LRRC4C	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:41044727	34446935	"Karlsson Linnér R"
rs10837650-C	1E-12	-	0.666	-	"0.009 unit increase"	[0.007-0.011]	LRRC4C,LINC02741	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:41502043	34446935	"Karlsson Linnér R"
rs7114842-A	2E-8	-	0.725	-	"0.007 unit decrease"	[0.005-0.009]	HSD17B12	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:43817881	34446935	"Karlsson Linnér R"
rs11038716-G	2E-8	-	0.787	-	"0.008 unit increase"	[0.006-0.01]	PHF21A	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:45936893	34446935	"Karlsson Linnér R"
rs901750-G	1E-10	-	0.444	-	"0.008 unit decrease"	[0.006-0.01]	PACSIN3,DDB2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:47187921	34446935	"Karlsson Linnér R"
rs574087-A	9E-11	-	0.617	-	"0.008 unit increase"	[0.006-0.01]	PRDX5,CCDC88B	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:64335476	34446935	"Karlsson Linnér R"
rs61884449-C	3E-9	-	0.853	-	"0.01 unit decrease"	[0.0061-0.0139]	NRXN2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:64717721	34446935	"Karlsson Linnér R"
rs7947391-A	2E-8	-	0.414	-	"0.007 unit decrease"	[0.005-0.009]	RNU1-84P,NPAS4	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:66419411	34446935	"Karlsson Linnér R"
rs7943721-G	2E-11	-	0.16	-	"0.011 unit increase"	[0.0071-0.0149]	FAM168A,PLEKHB1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:73598348	34446935	"Karlsson Linnér R"
rs12798877-G	6E-16	-	0.486	-	"0.01 unit increase"	[0.008-0.012]	RNU6-544P,TENM4	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	11:80160586	34446935	"Karlsson Linnér R"
rs3743963-A	2E-12	-	0.461	-	"0.01 unit increase"	[0.008-0.012]	SULT1A2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:28593365	34446935	"Karlsson Linnér R"
rs55942317-G	5E-14	-	0.911	-	"0.016 unit decrease"	[0.012-0.02]	ZNF423	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:49592861	34446935	"Karlsson Linnér R"
rs4785187-G	1E-11	-	0.778	-	"0.009 unit decrease"	[0.007-0.011]	ZNF423	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:49732861	34446935	"Karlsson Linnér R"
rs4785475-G	8E-10	-	0.74	-	"0.008 unit increase"	[0.006-0.01]	LINC02127,LINC02128	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:50905878	34446935	"Karlsson Linnér R"
rs2897579-C	4E-8	-	0.424	-	"0.007 unit decrease"	[0.005-0.009]	LINC02141,NPAP1L	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:60144325	34446935	"Karlsson Linnér R"
rs16962850-T	2E-8	-	0.892	-	"0.011 unit decrease"	[0.0071-0.0149]	GNPATP,RPS27AP16	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:60995093	34446935	"Karlsson Linnér R"
rs59243311-G	9E-10	-	0.577	-	"0.007 unit decrease"	[0.005-0.009]	CDH8	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:61742026	34446935	"Karlsson Linnér R"
rs10852456-G	2E-15	-	0.583	-	"0.01 unit decrease"	[0.008-0.012]	NFAT5	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:69571710	34446935	"Karlsson Linnér R"
rs4448948-A	6E-19	-	0.93	-	"0.022 unit increase"	[0.018-0.026]	LINC01572	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:72535337	34446935	"Karlsson Linnér R"
rs17618144-G	1E-11	-	0.758	-	"0.01 unit increase"	[0.008-0.012]	ZFHX3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:72908525	34446935	"Karlsson Linnér R"
rs55803708-C	3E-8	-	0.8	-	"0.008 unit decrease"	[0.006-0.01]	ZFHX3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:73661442	34446935	"Karlsson Linnér R"
rs4888444-A	6E-15	-	0.953	-	"0.023 unit increase"	[0.017-0.029]	TERF2IP	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:75656381	34446935	"Karlsson Linnér R"
rs10514545-G	3E-9	-	0.568	-	"0.007 unit increase"	[0.005-0.009]	RN7SKP190,CDH13	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:82586934	34446935	"Karlsson Linnér R"
rs78600318-A	5E-10	-	0.857	-	"0.011 unit decrease"	[0.0071-0.0149]	CDH13	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:83380456	34446935	"Karlsson Linnér R"
rs12924902-A	1E-13	-	0.382	-	"0.009 unit decrease"	[0.007-0.011]	SPG7	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	16:89520251	34446935	"Karlsson Linnér R"
rs4790874-C	6E-17	-	0.47	-	"0.01 unit decrease"	[0.008-0.012]	SMG6	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	17:2091883	34446935	"Karlsson Linnér R"
rs7218436-T	9E-12	-	0.634	-	"0.008 unit decrease"	[0.006-0.01]	SGSM2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	17:2338605	34446935	"Karlsson Linnér R"
rs59816081-T	2E-9	-	0.886	-	"0.01 unit decrease"	[0.0061-0.0139]	MINK1	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	17:4834195	34446935	"Karlsson Linnér R"
rs1105916-C	2E-8	-	0.504	-	"0.006 unit decrease"	[0.004-0.008]	PITPNM3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	17:6458794	34446935	"Karlsson Linnér R"
rs13341562-G	5E-12	-	0.941	-	"0.019 unit increase"	[0.013-0.025]	RNF227,KCNAB3	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	17:7921799	34446935	"Karlsson Linnér R"
rs2746025-C	6E-9	-	0.66	-	"0.007 unit decrease"	[0.005-0.009]	FLII	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	17:18248297	34446935	"Karlsson Linnér R"
rs8614-C	2E-10	-	0.813	-	"0.009 unit decrease"	[0.007-0.011]	NUFIP2	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	17:29261788	34446935	"Karlsson Linnér R"
rs4132610-C	2E-10	-	0.383	-	"0.008 unit increase"	[0.006-0.01]	PSMD11	"Externalizing behaviour (multivariate analysis)"	"attention deficit hyperactivity disorder,substance abuse,antisocial behaviour measurement"	-	GCST90061435	17:32474423	34446935	"Karlsson Linnér R"
